origin,destination,cable_name,cable_id,cable_length,cable_rfs,owners,capacityTBPS
3259,17183,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3259,3210,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3210,3259,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3210,16693,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
16693,3210,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
16693,5896,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
5896,16693,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
5896,3177,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3177,5896,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3177,9487,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
9487,3177,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
9487,5950,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
5950,9487,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
5950,18092,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
18092,5950,Africa-1,africa-1,"10,000 km",2023 Q4,"Telecom Egypt,  Etisalat,  Pakistan Telecommunications Company Ltd.,  Mobily,  G42",1024.9808274978977
3316,4181,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4181,3316,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4181,4348,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4348,4181,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4348,9434,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
9434,4348,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
9434,14331,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
14331,9434,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
14331,4208,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4208,14331,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4208,3315,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
3315,4208,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
3315,4180,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4180,3315,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4180,17037,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
17037,4180,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
17037,4212,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4212,17037,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
4212,17556,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
17556,4212,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
17556,10095,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
10095,17556,Africa Coast to Europe (ACE),africa-coast-to-europe-ace,"17,000 km",2012 December,"Orange,  Dolphin Telecom,  Orange Cote d’Ivoire,  Gambia Submarine Cable Company,  MTN,  Orange Cameroun,  Sonatel,  Cable Consortium of Liberia,  STP Cabo,  International Mauritania Telecom,  Canalink,  Orange Mali,  Orange Niger,  Republic of Equatorial Guinea,  Sierra Leone Cable Company,  GUILAB,  Benin ACE GIE,  Republic of Gabon,  Republic of Guinea Bissau,  Republic of Cameroon",12.8
